Name,EventApi__Adjustment_Account__c,EventApi__Allow_Conflicts__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Capacity__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Disable_Registration__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Waitlist__c,EventApi__End_Date_Time__c,EventApi__End_Date__c,EventApi__Event_Category__c,EventApi__Event__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Automatically_Added__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__Room__c,EventApi__SKU__c,EventApi__Session_End_Time__c,EventApi__Session_Start_Time__c,EventApi__Start_Date_Time__c,EventApi__Start_Date__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,EventApi__AR_Account__c,EventApi__Hide_During_Registration__c,EventApi__Invoice_Payment_Priority__c,EventApi__Required_for_Registration__c,Errors,Id
Round Table Discussion I,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2020-12-10T20:30:00.000+0000,2020-12-10,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaF1IAK,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2020-12-10T19:00:00.000+0000,2020-12-10,,Annual Symposium 2020,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0WIAQ
Leadership Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2020-12-10T22:00:00.000+0000,2020-12-10,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,a19R0000003TaF1IAK,,,25,4000,1,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2020-12-10T21:00:00.000+0000,2020-12-10,,Annual Symposium 2020,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0XIAQ
Meet with Paul Lundy,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,Get a chance to meet with the Vice President of Fonteva!,false,a14R0000004sdQoIAI,Meet with Paul Lundy,false,false,false,2018-12-11T11:30:00.000+0000,2018-12-11,a1gR0000002ZuCWIA0,a1mR0000001R1zZIAS,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,,,,,1,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 AM,3:30 AM,2018-12-11T11:30:00.000+0000,2018-12-11,,Meet the Organization,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0YIAQ
Keynote Speech,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,100,,false,,,<p>Join us for a chance to network with other critical influencers in the important industry we all work to better. Sync up with the keynote speakers and collaborate on ideas for the future.</p>,false,a14R0000004sdQoIAI,Keynote Speech,false,false,true,2019-10-04T01:30:00.000+0000,2019-10-03,a1gR0000002ZuCWIA0,a1mR0000001R1zbIAC,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdQoIAI,,true,false,false,false,false,,,,0,100,3,a14R0000004sdQuIAI,false,false,,,,,,6:30 PM,5:30 PM,2019-10-04T00:30:00.000+0000,2019-10-03,,Annual Conference,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0ZIAQ
Leadership Workshop,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,100,,false,,,"<p>Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!</p>",false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2019-10-04T04:30:00.000+0000,2019-10-03,a1gR0000002ZuCWIA0,a1mR0000001R1zbIAC,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdQoIAI,,true,false,false,false,false,,,,25,100,1,a14R0000004sdQuIAI,false,false,,,,,,9:30 PM,8:30 PM,2019-10-04T03:30:00.000+0000,2019-10-03,,Annual Conference,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0aIAA
Beginner Workshop,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,100,,false,,,"<p>Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!</p>",false,a14R0000004sdQoIAI,Beginner Workshop,false,false,false,2019-10-04T06:00:00.000+0000,2019-10-03,a1gR0000002ZuCWIA0,a1mR0000001R1zbIAC,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdQoIAI,,true,false,false,false,false,,,,25,100,1,a14R0000004sdQuIAI,false,false,,,,,,11:00 PM,10:00 PM,2019-10-04T05:00:00.000+0000,2019-10-03,,Annual Conference,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0bIAA
Roundtable Discussion I,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,100,,false,,,<p>Join the Team Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Roundtable Discussion I,false,false,false,2019-10-05T07:00:00.000+0000,2019-10-05,a1gR0000002ZuCWIA0,a1mR0000001R1zbIAC,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdQoIAI,,true,false,false,false,false,,,,0,100,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 AM,11:00 PM,2019-10-05T06:00:00.000+0000,2019-10-04,,Annual Conference,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0cIAA
Advanced Discussion,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,100,,false,,,"<p>Join marketing experts in this session as they discuss the state of marketing automation solutions. If you want to learn how to get the most bang for your marketing buck, this session is for you!</p>",false,a14R0000004sdQoIAI,Advanced Discussion,false,false,false,2019-10-05T01:00:00.000+0000,2019-10-04,a1gR0000002ZuCWIA0,a1mR0000001R1zbIAC,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdQoIAI,,true,false,false,false,false,,,,25,100,0,a14R0000004sdQuIAI,false,false,,,,,,6:00 PM,5:00 PM,2019-10-05T00:00:00.000+0000,2019-10-04,,Annual Conference,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0dIAA
Roundtable Discussion,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,100,,false,,,<p>Join the Team Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Roundtable Discussion,true,false,false,2019-10-04T02:00:00.000+0000,2019-10-03,a1gR0000002ZuCWIA0,a1mR0000001R1zbIAC,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdQoIAI,,true,false,false,false,false,,,,0,100,2,a14R0000004sdQuIAI,false,false,,,,,,7:00 PM,6:00 PM,2019-10-04T01:00:00.000+0000,2019-10-03,,Annual Conference,a14R0000004sdQpIAI,false,,false,,a1rR0000000zo0eIAA
Luncheon,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,100,,false,,,<p>Join us for a lunch in the Grand Ballroom featuring the music of The Strings.</p>,true,a14R0000004sdQoIAI,Luncheon,false,false,false,2019-10-05T03:00:00.000+0000,2019-10-04,a1gR0000002ZuCWIA0,a1mR0000001R1zbIAC,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdQoIAI,,true,false,false,false,false,,,,0,100,0,a14R0000004sdQuIAI,false,false,,,,,,8:00 PM,7:00 PM,2019-10-05T02:00:00.000+0000,2019-10-04,,Annual Conference,a14R0000004sdQpIAI,true,,false,,a1rR0000000zo0fIAA
Conference Check In,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,,true,a14R0000004sdQoIAI,Conference Check In,false,false,false,2019-10-04T00:30:00.000+0000,2019-10-03,a1gR0000002ZuCWIA0,a1mR0000001R1zbIAC,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,,,,0,100,0,a14R0000004sdQuIAI,false,false,,,,,,5:30 PM,4:00 PM,2019-10-03T23:00:00.000+0000,2019-10-03,,Annual Conference,a14R0000004sdQpIAI,true,,false,,a1rR0000000zo0gIAA
ff,,false,,a0sR0000004M9vaIAC,0,,false,,,,false,,ff,false,false,false,2018-04-22T13:15:00.000+0000,2018-04-22,,,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,true,false,false,false,false,,,,,0,0,,false,false,,,,,,9:15 AM,9:15 AM,2018-04-22T13:15:00.000+0000,2018-04-22,,ffff,,false,,false,,a1rR0000000zo0hIAA
